           1( 10 %)      1 0_168
           0(  0 %)      2 0_336
           2( 20 %)      3 0_504
           1( 10 %)      4 0_672
           0(  0 %)      5 0_840
           5( 50 %)      6 1_0
           5( 50 %)      7 2_0
           3( 30 %)      8 2_1
          10(100 %)      9 2_2
           0(  0 %)     10 3_48
           0(  0 %)     11 3_72
           0(  0 %)     12 3_96
           1( 10 %)     13 3_120
           1( 10 %)     14 3_144
           0(  0 %)     15 4_0
           0(  0 %)     16 5_0
           0(  0 %)     17 5_1
           1( 10 %)     18 5_2
           0(  0 %)     19 6_24
           1( 10 %)     20 6_25
           0(  0 %)     21 6_26
           0(  0 %)     22 6_27
           1( 10 %)     23 6_28
           1( 10 %)     24 6_29
           0(  0 %)     25 6_30
           1( 10 %)     26 6_31
           1( 10 %)     27 6_32
           0(  0 %)     28 6_33
           2( 20 %)     29 6_34
           1( 10 %)     30 6_35
           0(  0 %)     31 6_36
           0(  0 %)     32 6_37
           0(  0 %)     33 6_38
           2( 20 %)     34 6_39
           1( 10 %)     35 6_40
           0(  0 %)     36 6_41
           0(  0 %)     37 6_42
           0(  0 %)     38 6_43
           1( 10 %)     39 6_44
           1( 10 %)     40 6_45
           1( 10 %)     41 6_46
           0(  0 %)     42 6_47
           0(  0 %)     43 6_48
           0(  0 %)     44 6_49
           0(  0 %)     45 6_50
           0(  0 %)     46 6_51
           0(  0 %)     47 6_52
           0(  0 %)     48 6_53
           1( 10 %)     49 6_54
           0(  0 %)     50 6_55
           0(  0 %)     51 6_56
           0(  0 %)     52 6_57
           0(  0 %)     53 6_58
           0(  0 %)     54 6_59
           0(  0 %)     55 6_60
           2( 20 %)     56 6_61
           0(  0 %)     57 6_62
           1( 10 %)     58 6_63
           0(  0 %)     59 6_64
           1( 10 %)     60 6_65
           0(  0 %)     61 6_66
           1( 10 %)     62 6_67
           0(  0 %)     63 6_68
           0(  0 %)     64 6_69
           2( 20 %)     65 6_70
           0(  0 %)     66 6_71
           2( 20 %)     67 7_0
           1( 10 %)     68 7_1
           1( 10 %)     69 8_0
           0(  0 %)     70 8_1
           3( 30 %)     71 9_0
           1( 10 %)     72 9_1
           4( 40 %)     73 10_0
