           0(  0 %)      1 0_168
           2( 20 %)      2 0_336
           0(  0 %)      3 0_504
           0(  0 %)      4 0_672
           0(  0 %)      5 0_840
           4( 40 %)      6 1_0
           1( 10 %)      7 2_0
           0(  0 %)      8 2_1
          10(100 %)      9 2_2
           0(  0 %)     10 3_48
           0(  0 %)     11 3_72
           1( 10 %)     12 3_96
           0(  0 %)     13 3_120
           0(  0 %)     14 3_144
           0(  0 %)     15 4_0
           0(  0 %)     16 5_0
           0(  0 %)     17 5_1
           1( 10 %)     18 5_2
           0(  0 %)     19 6_25
           1( 10 %)     20 6_26
           0(  0 %)     21 6_27
           0(  0 %)     22 6_28
           0(  0 %)     23 6_29
           0(  0 %)     24 6_30
           0(  0 %)     25 6_31
           0(  0 %)     26 6_32
           1( 10 %)     27 6_33
           7( 70 %)     28 6_34
           1( 10 %)     29 6_35
           0(  0 %)     30 6_36
           0(  0 %)     31 6_37
           1( 10 %)     32 6_38
           1( 10 %)     33 6_39
           0(  0 %)     34 6_40
           0(  0 %)     35 6_41
           0(  0 %)     36 6_42
           0(  0 %)     37 6_43
           1( 10 %)     38 6_44
           0(  0 %)     39 6_45
           0(  0 %)     40 6_46
           0(  0 %)     41 6_47
           0(  0 %)     42 6_48
           1( 10 %)     43 6_49
           1( 10 %)     44 6_50
           1( 10 %)     45 6_51
           0(  0 %)     46 6_52
           0(  0 %)     47 6_53
           0(  0 %)     48 6_54
           0(  0 %)     49 6_55
           2( 20 %)     50 6_56
           0(  0 %)     51 6_57
           0(  0 %)     52 6_58
           1( 10 %)     53 6_59
           0(  0 %)     54 6_60
           1( 10 %)     55 6_61
           0(  0 %)     56 6_62
           0(  0 %)     57 6_63
           0(  0 %)     58 6_64
           0(  0 %)     59 6_65
           0(  0 %)     60 6_66
           1( 10 %)     61 6_67
           0(  0 %)     62 6_68
           0(  0 %)     63 6_69
           1( 10 %)     64 6_70
           0(  0 %)     65 6_71
           0(  0 %)     66 6_72
           0(  0 %)     67 7_0
           2( 20 %)     68 7_1
           1( 10 %)     69 8_0
           1( 10 %)     70 8_1
           1( 10 %)     71 9_0
           3( 30 %)     72 9_1
           2( 20 %)     73 10_0
