           2( 20 %)      1 0_168
           7( 70 %)      2 0_336
           6( 60 %)      3 0_504
          10(100 %)      4 0_672
           3( 30 %)      5 0_840
           0(  0 %)      6 1_0
           0(  0 %)      7 2_0
           8( 80 %)      8 2_1
          10(100 %)      9 2_2
           2( 20 %)     10 3_48
           6( 60 %)     11 3_72
           4( 40 %)     12 3_96
           7( 70 %)     13 3_120
           8( 80 %)     14 3_144
           0(  0 %)     15 4_0
           1( 10 %)     16 5_0
           7( 70 %)     17 5_1
           4( 40 %)     18 5_2
           0(  0 %)     19 6_12
           0(  0 %)     20 6_13
           1( 10 %)     21 6_14
           0(  0 %)     22 6_15
           0(  0 %)     23 6_16
           0(  0 %)     24 6_17
           1( 10 %)     25 6_18
           3( 30 %)     26 6_19
           9( 90 %)     27 6_20
          10(100 %)     28 6_21
          10(100 %)     29 6_22
           7( 70 %)     30 6_23
           5( 50 %)     31 6_24
           0(  0 %)     32 6_25
           0(  0 %)     33 6_26
           0(  0 %)     34 6_27
           1( 10 %)     35 6_28
           0(  0 %)     36 6_29
           0(  0 %)     37 6_30
           0(  0 %)     38 6_31
           0(  0 %)     39 6_32
           0(  0 %)     40 6_33
           0(  0 %)     41 6_34
           0(  0 %)     42 6_35
           0(  0 %)     43 6_36
           0(  0 %)     44 6_37
           1( 10 %)     45 6_38
           0(  0 %)     46 6_39
           1( 10 %)     47 6_40
           1( 10 %)     48 6_41
           5( 50 %)     49 6_42
           0(  0 %)     50 6_43
           4( 40 %)     51 6_44
          10(100 %)     52 6_45
          10(100 %)     53 6_46
           5( 50 %)     54 6_47
           2( 20 %)     55 6_48
           0(  0 %)     56 6_49
           0(  0 %)     57 6_50
           0(  0 %)     58 6_51
           0(  0 %)     59 6_52
           0(  0 %)     60 6_53
           0(  0 %)     61 6_54
           0(  0 %)     62 6_55
           1( 10 %)     63 6_56
           1( 10 %)     64 6_57
           0(  0 %)     65 6_58
           0(  0 %)     66 6_59
           1( 10 %)     67 7_0
           1( 10 %)     68 7_1
           0(  0 %)     69 8_0
           0(  0 %)     70 8_1
           0(  0 %)     71 9_0
           0(  0 %)     72 9_1
           0(  0 %)     73 10_0
