           1( 10 %)      1 0_168
           0(  0 %)      2 0_336
           0(  0 %)      3 0_504
           0(  0 %)      4 0_672
           0(  0 %)      5 0_840
           2( 20 %)      6 1_0
           1( 10 %)      7 2_0
           1( 10 %)      8 2_1
          10(100 %)      9 2_2
           1( 10 %)     10 3_48
           1( 10 %)     11 3_72
           0(  0 %)     12 3_96
           0(  0 %)     13 3_120
           0(  0 %)     14 3_144
           8( 80 %)     15 4_0
           1( 10 %)     16 5_0
           0(  0 %)     17 5_1
           6( 60 %)     18 5_2
           1( 10 %)     19 6_19
           0(  0 %)     20 6_20
           2( 20 %)     21 6_21
           3( 30 %)     22 6_22
           2( 20 %)     23 6_23
           6( 60 %)     24 6_24
           1( 10 %)     25 6_25
           2( 20 %)     26 6_26
           1( 10 %)     27 6_27
           1( 10 %)     28 6_28
           1( 10 %)     29 6_29
           3( 30 %)     30 6_30
           2( 20 %)     31 6_31
           2( 20 %)     32 6_32
           0(  0 %)     33 6_33
           0(  0 %)     34 6_34
           0(  0 %)     35 6_35
           0(  0 %)     36 6_36
           1( 10 %)     37 6_37
           0(  0 %)     38 6_38
           0(  0 %)     39 6_39
           1( 10 %)     40 6_40
           1( 10 %)     41 6_41
           0(  0 %)     42 6_42
           0(  0 %)     43 6_43
           1( 10 %)     44 6_44
           0(  0 %)     45 6_45
           1( 10 %)     46 6_46
           1( 10 %)     47 6_47
           1( 10 %)     48 6_48
           1( 10 %)     49 6_49
           1( 10 %)     50 6_50
           0(  0 %)     51 6_51
           3( 30 %)     52 6_52
           3( 30 %)     53 6_53
           0(  0 %)     54 6_54
           1( 10 %)     55 6_55
           0(  0 %)     56 6_56
           3( 30 %)     57 6_57
           5( 50 %)     58 6_58
           5( 50 %)     59 6_59
           2( 20 %)     60 6_60
           2( 20 %)     61 6_61
           0(  0 %)     62 6_62
           1( 10 %)     63 6_63
           2( 20 %)     64 6_64
           0(  0 %)     65 6_65
           1( 10 %)     66 6_66
           0(  0 %)     67 7_0
           0(  0 %)     68 7_1
           1( 10 %)     69 8_0
           3( 30 %)     70 8_1
           1( 10 %)     71 9_0
           1( 10 %)     72 9_1
           4( 40 %)     73 10_0
