           0(  0 %)      1 0_168
           2( 20 %)      2 0_336
           0(  0 %)      3 0_504
           2( 20 %)      4 0_672
           0(  0 %)      5 0_840
           0(  0 %)      6 1_0
          10(100 %)      7 2_0
           2( 20 %)      8 2_1
           0(  0 %)      9 2_2
           4( 40 %)     10 3_48
           1( 10 %)     11 3_72
           0(  0 %)     12 3_96
           0(  0 %)     13 3_120
           0(  0 %)     14 3_144
           0(  0 %)     15 4_0
           0(  0 %)     16 5_0
           3( 30 %)     17 5_1
           3( 30 %)     18 5_2
           0(  0 %)     19 6_17
           0(  0 %)     20 6_18
           1( 10 %)     21 6_19
           0(  0 %)     22 6_20
           3( 30 %)     23 6_21
           1( 10 %)     24 6_22
           1( 10 %)     25 6_23
           0(  0 %)     26 6_24
           2( 20 %)     27 6_25
           0(  0 %)     28 6_26
           0(  0 %)     29 6_27
           0(  0 %)     30 6_28
           0(  0 %)     31 6_29
           0(  0 %)     32 6_30
           0(  0 %)     33 6_31
           1( 10 %)     34 6_32
           0(  0 %)     35 6_33
           1( 10 %)     36 6_34
           1( 10 %)     37 6_35
           0(  0 %)     38 6_36
           1( 10 %)     39 6_37
           1( 10 %)     40 6_38
           1( 10 %)     41 6_39
           0(  0 %)     42 6_40
           0(  0 %)     43 6_41
           0(  0 %)     44 6_42
           0(  0 %)     45 6_43
           0(  0 %)     46 6_44
           2( 20 %)     47 6_45
           0(  0 %)     48 6_46
           0(  0 %)     49 6_47
           2( 20 %)     50 6_48
           0(  0 %)     51 6_49
           1( 10 %)     52 6_50
           0(  0 %)     53 6_51
           0(  0 %)     54 6_52
           0(  0 %)     55 6_53
           1( 10 %)     56 6_54
           0(  0 %)     57 6_55
           0(  0 %)     58 6_56
           1( 10 %)     59 6_57
           2( 20 %)     60 6_58
           1( 10 %)     61 6_59
           0(  0 %)     62 6_60
           1( 10 %)     63 6_61
           1( 10 %)     64 6_62
           1( 10 %)     65 6_63
           1( 10 %)     66 6_64
           0(  0 %)     67 7_0
           0(  0 %)     68 7_1
           3( 30 %)     69 8_0
           0(  0 %)     70 8_1
           5( 50 %)     71 9_0
           5( 50 %)     72 9_1
           1( 10 %)     73 10_0
