           0(  0 %)      1 0_168
           0(  0 %)      2 0_336
           0(  0 %)      3 0_504
           0(  0 %)      4 0_672
           0(  0 %)      5 0_840
           0(  0 %)      6 1_0
           1( 10 %)      7 2_0
           0(  0 %)      8 2_1
          10(100 %)      9 2_2
           2( 20 %)     10 3_48
           0(  0 %)     11 3_72
           0(  0 %)     12 3_96
           1( 10 %)     13 3_120
           2( 20 %)     14 3_144
           1( 10 %)     15 4_0
           1( 10 %)     16 5_0
           1( 10 %)     17 5_1
           7( 70 %)     18 5_2
           0(  0 %)     19 6_28
           1( 10 %)     20 6_29
           2( 20 %)     21 6_30
           1( 10 %)     22 6_31
           2( 20 %)     23 6_32
           1( 10 %)     24 6_33
           8( 80 %)     25 6_34
           0(  0 %)     26 6_35
           0(  0 %)     27 6_36
           0(  0 %)     28 6_37
           1( 10 %)     29 6_38
           0(  0 %)     30 6_39
           5( 50 %)     31 6_40
           0(  0 %)     32 6_41
           0(  0 %)     33 6_42
           1( 10 %)     34 6_43
           1( 10 %)     35 6_44
           1( 10 %)     36 6_45
           0(  0 %)     37 6_46
           0(  0 %)     38 6_47
           2( 20 %)     39 6_48
           0(  0 %)     40 6_49
           0(  0 %)     41 6_50
           0(  0 %)     42 6_51
           0(  0 %)     43 6_52
           0(  0 %)     44 6_53
           0(  0 %)     45 6_54
           0(  0 %)     46 6_55
           2( 20 %)     47 6_56
           0(  0 %)     48 6_57
           1( 10 %)     49 6_58
           0(  0 %)     50 6_59
           2( 20 %)     51 6_60
           0(  0 %)     52 6_61
           0(  0 %)     53 6_62
           1( 10 %)     54 6_63
           0(  0 %)     55 6_64
           1( 10 %)     56 6_65
           1( 10 %)     57 6_66
           1( 10 %)     58 6_67
           0(  0 %)     59 6_68
           0(  0 %)     60 6_69
           0(  0 %)     61 6_70
           0(  0 %)     62 6_71
           0(  0 %)     63 6_72
           1( 10 %)     64 6_73
           2( 20 %)     65 6_74
           1( 10 %)     66 6_75
           0(  0 %)     67 7_0
           0(  0 %)     68 7_1
           0(  0 %)     69 8_0
           1( 10 %)     70 8_1
           0(  0 %)     71 9_0
           0(  0 %)     72 9_1
          10(100 %)     73 10_0
