           2( 20 %)      1 0_168
           3( 30 %)      2 0_336
           6( 60 %)      3 0_504
           2( 20 %)      4 0_672
           4( 40 %)      5 0_840
           2( 20 %)      6 1_0
           5( 50 %)      7 2_0
           9( 90 %)      8 2_1
          10(100 %)      9 2_2
           1( 10 %)     10 3_48
           7( 70 %)     11 3_72
           4( 40 %)     12 3_96
           8( 80 %)     13 3_120
          10(100 %)     14 3_144
           0(  0 %)     15 4_0
           4( 40 %)     16 5_0
           3( 30 %)     17 5_1
           8( 80 %)     18 5_2
           1( 10 %)     19 6_15
           0(  0 %)     20 6_16
           0(  0 %)     21 6_17
           0(  0 %)     22 6_18
           0(  0 %)     23 6_19
           0(  0 %)     24 6_20
           3( 30 %)     25 6_21
           7( 70 %)     26 6_22
           9( 90 %)     27 6_23
           9( 90 %)     28 6_24
          10(100 %)     29 6_25
           4( 40 %)     30 6_26
           3( 30 %)     31 6_27
           0(  0 %)     32 6_28
           1( 10 %)     33 6_29
           0(  0 %)     34 6_30
           1( 10 %)     35 6_31
           1( 10 %)     36 6_32
           0(  0 %)     37 6_33
           1( 10 %)     38 6_34
           0(  0 %)     39 6_35
           1( 10 %)     40 6_36
           0(  0 %)     41 6_37
           0(  0 %)     42 6_38
           0(  0 %)     43 6_39
           0(  0 %)     44 6_40
           0(  0 %)     45 6_41
           0(  0 %)     46 6_42
           0(  0 %)     47 6_43
           0(  0 %)     48 6_44
           6( 60 %)     49 6_45
          10(100 %)     50 6_46
           2( 20 %)     51 6_47
           0(  0 %)     52 6_48
           1( 10 %)     53 6_49
           1( 10 %)     54 6_50
           6( 60 %)     55 6_51
           2( 20 %)     56 6_52
           1( 10 %)     57 6_53
           1( 10 %)     58 6_54
           1( 10 %)     59 6_55
           0(  0 %)     60 6_56
           0(  0 %)     61 6_57
           0(  0 %)     62 6_58
           0(  0 %)     63 6_59
           1( 10 %)     64 6_60
           1( 10 %)     65 6_61
           0(  0 %)     66 6_62
           1( 10 %)     67 7_0
           0(  0 %)     68 7_1
           0(  0 %)     69 8_0
           0(  0 %)     70 8_1
           2( 20 %)     71 9_0
           2( 20 %)     72 9_1
           2( 20 %)     73 10_0
