           1( 10 %)      1 0_168
           0(  0 %)      2 0_336
           0(  0 %)      3 0_504
           0(  0 %)      4 0_672
           0(  0 %)      5 0_840
           0(  0 %)      6 1_0
           0(  0 %)      7 2_0
           0(  0 %)      8 2_1
          10(100 %)      9 2_2
           1( 10 %)     10 3_48
           4( 40 %)     11 3_72
           0(  0 %)     12 3_96
           0(  0 %)     13 3_120
           0(  0 %)     14 3_144
           4( 40 %)     15 4_0
          10(100 %)     16 5_0
           2( 20 %)     17 5_1
           4( 40 %)     18 5_2
           1( 10 %)     19 6_18
           2( 20 %)     20 6_19
           0(  0 %)     21 6_20
           1( 10 %)     22 6_21
           0(  0 %)     23 6_22
           1( 10 %)     24 6_23
           6( 60 %)     25 6_24
           0(  0 %)     26 6_25
           1( 10 %)     27 6_26
           0(  0 %)     28 6_27
           1( 10 %)     29 6_28
           4( 40 %)     30 6_29
           1( 10 %)     31 6_30
           2( 20 %)     32 6_31
           0(  0 %)     33 6_32
           1( 10 %)     34 6_33
           2( 20 %)     35 6_34
           5( 50 %)     36 6_35
           1( 10 %)     37 6_36
           1( 10 %)     38 6_37
           0(  0 %)     39 6_38
           0(  0 %)     40 6_39
           0(  0 %)     41 6_40
           1( 10 %)     42 6_41
           0(  0 %)     43 6_42
           8( 80 %)     44 6_43
           0(  0 %)     45 6_44
           2( 20 %)     46 6_45
           0(  0 %)     47 6_46
           0(  0 %)     48 6_47
           1( 10 %)     49 6_48
           2( 20 %)     50 6_49
           0(  0 %)     51 6_50
           3( 30 %)     52 6_51
           1( 10 %)     53 6_52
           3( 30 %)     54 6_53
           4( 40 %)     55 6_54
           0(  0 %)     56 6_55
           1( 10 %)     57 6_56
           0(  0 %)     58 6_57
           0(  0 %)     59 6_58
           0(  0 %)     60 6_59
           1( 10 %)     61 6_60
           0(  0 %)     62 6_61
           0(  0 %)     63 6_62
           0(  0 %)     64 6_63
           0(  0 %)     65 6_64
           3( 30 %)     66 6_65
           1( 10 %)     67 7_0
           5( 50 %)     68 7_1
           2( 20 %)     69 8_0
           6( 60 %)     70 8_1
           3( 30 %)     71 9_0
           3( 30 %)     72 9_1
           0(  0 %)     73 10_0
