           1( 10 %)      1 0_168
           2( 20 %)      2 0_336
           0(  0 %)      3 0_504
           0(  0 %)      4 0_672
           2( 20 %)      5 0_840
           1( 10 %)      6 1_0
           3( 30 %)      7 2_0
           8( 80 %)      8 2_1
          10(100 %)      9 2_2
           0(  0 %)     10 3_48
           1( 10 %)     11 3_72
           0(  0 %)     12 3_96
           0(  0 %)     13 3_120
           1( 10 %)     14 3_144
           1( 10 %)     15 4_0
           1( 10 %)     16 5_0
           3( 30 %)     17 5_1
           0(  0 %)     18 5_2
           1( 10 %)     19 6_21
           1( 10 %)     20 6_22
           0(  0 %)     21 6_23
           0(  0 %)     22 6_24
           0(  0 %)     23 6_25
           2( 20 %)     24 6_26
           0(  0 %)     25 6_27
           1( 10 %)     26 6_28
           3( 30 %)     27 6_29
           0(  0 %)     28 6_30
           0(  0 %)     29 6_31
           0(  0 %)     30 6_32
           1( 10 %)     31 6_33
           0(  0 %)     32 6_34
           1( 10 %)     33 6_35
           0(  0 %)     34 6_36
           0(  0 %)     35 6_37
           0(  0 %)     36 6_38
           1( 10 %)     37 6_39
           0(  0 %)     38 6_40
           0(  0 %)     39 6_41
           2( 20 %)     40 6_42
           2( 20 %)     41 6_43
           0(  0 %)     42 6_44
           0(  0 %)     43 6_45
           0(  0 %)     44 6_46
           0(  0 %)     45 6_47
           0(  0 %)     46 6_48
           1( 10 %)     47 6_49
           1( 10 %)     48 6_50
           4( 40 %)     49 6_51
           3( 30 %)     50 6_52
           1( 10 %)     51 6_53
           0(  0 %)     52 6_54
           0(  0 %)     53 6_55
           0(  0 %)     54 6_56
           0(  0 %)     55 6_57
           1( 10 %)     56 6_58
           0(  0 %)     57 6_59
           0(  0 %)     58 6_60
           3( 30 %)     59 6_61
           1( 10 %)     60 6_62
           0(  0 %)     61 6_63
           0(  0 %)     62 6_64
           4( 40 %)     63 6_65
           1( 10 %)     64 6_66
           0(  0 %)     65 6_67
           1( 10 %)     66 6_68
           2( 20 %)     67 7_0
           2( 20 %)     68 7_1
           2( 20 %)     69 8_0
           1( 10 %)     70 8_1
           2( 20 %)     71 9_0
           1( 10 %)     72 9_1
           5( 50 %)     73 10_0
