0_168,0_336,0_504,0_672,0_840,1_0,2_0,2_1,2_2,3_48,3_72,3_96,3_120,3_144,4_0,5_0,5_1,5_2,6_35,6_36,6_37,6_38,6_39,6_40,6_41,6_42,6_43,6_44,6_45,6_46,6_47,6_48,6_49,6_50,6_51,6_52,6_53,6_54,6_55,6_56,6_57,6_58,6_59,6_60,6_61,6_62,6_63,6_64,6_65,6_66,6_67,6_68,6_69,6_70,6_71,6_72,6_73,6_74,6_75,6_76,6_77,6_78,6_79,6_80,6_81,6_82,7_0,7_1,8_0,8_1,9_0,9_1,10_0,label
-0.917200352669,-0.949308711112,-0.968376076657,-0.963047290554,-0.971224555046,0.0198055065252,-0.917200352669,-0.971224555046,-0.953831397208,-0.973452956507,-0.976107660857,-0.95804792032,-0.960005038125,-0.943960547605,0.0116165518471,-0.943960547605,-0.976107660857,-0.962314824683,-0.791847926133,-0.784910815498,-0.784910815498,-0.784910815498,-0.905031342951,-0.998992374992,-0.996977124975,-0.990679468672,-0.989419937411,-0.989419937411,-0.998992374992,-1.0,-1.0,-0.973452956507,-0.659151463478,-0.654965944212,-0.72199238468,-0.908267369421,-0.777353627934,-0.672134324165,-0.823142433608,-0.844205671766,-0.803823161811,-1.0,-0.998992374992,-0.990679468672,-0.989419937411,-0.989419937411,-0.938999932179,-0.848468700648,-0.888463662523,-1.0,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-0.976107660857,-0.698080668133,-0.72677860347,-0.810934669082,-0.813976921512,-0.776772305814,-0.836900390455,-0.562341953049,-0.213548680883,-0.867226027729,-0.938844912947,0.0,1.0,-0.5,-0.866025403784,0.866025403784,0.5,0,-0.978762365206
-0.962485345838,-0.945878910602,-0.833431835137,-0.968143547809,-0.975293809888,0.0527086866185,-0.833431835137,-0.975293809888,-0.937046689855,-0.943941170201,-0.990679468672,-0.928691153246,-0.938941799967,-0.912704794939,0.0261274901989,-0.912704794939,-0.990679468672,-0.942991677405,-0.79690542858,-0.769312005271,-0.76805247401,-0.76805247401,-0.650373499462,-1.0,-1.0,-1.0,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-0.943941170201,-0.737920610776,-0.699340199393,-0.702304942207,-0.719105151483,-0.234127483941,-0.247459137899,-0.757588675845,-0.757588675845,-0.808144322905,-1.0,-1.0,-1.0,-1.0,-1.0,-0.899411895788,-0.656729287977,-0.896272756339,-1.0,-1.0,-0.998992374992,-0.996977124975,-0.996977124975,-0.996977124975,-0.990679468672,-0.683489482914,-0.57737881856,-0.729568949648,-0.862575450767,-0.564085919409,-0.613963357329,-0.716314805306,-0.561295573232,-0.739025122804,-0.787817426099,0.0,1.0,0.866025403784,0.5,0.5,0.866025403784,0,-0.935318225417
-0.998992374992,-0.967155300204,-0.976107660857,-0.95872612946,-0.985738230649,0.0140789096835,-0.95872612946,-0.998992374992,-0.977343939232,-0.989749353279,-0.93576390571,-0.979692480598,-0.991047639348,-0.945956420218,0.0230870123331,-0.93576390571,-0.991047639348,-0.968441959831,-0.998992374992,-0.996977124975,-0.996977124975,-0.996977124975,-0.95432745875,-0.733890110742,-0.939755650935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.989749353279,-0.524807921483,-0.400656893996,-0.403563504597,-0.446523209286,-0.453789735789,-0.397905302627,-0.636499278192,-0.723755728445,-0.741137259841,-0.989419937411,-0.991435187428,-1.0,-1.0,-1.0,-0.890633931772,-0.699262689777,-0.885053239418,-0.993702343697,-0.992442812436,-0.992442812436,-1.0,-1.0,-1.0,-0.93576390571,-0.632701307006,-0.16374875258,0.20570083226,-0.604584693789,-0.493494036604,-0.380465639018,-0.599837229806,-0.736079757395,-0.810469611386,-1.0,-0.433883739118,-0.900968867902,-0.5,0.866025403784,0.0,1.0,0,-0.970430081482
-0.941286465852,-0.953823646246,-0.939600631703,-0.949192446688,-0.94465813415,0.00521453970739,-0.939600631703,-0.953823646246,-0.945712264928,-0.998992374992,-0.908693672309,-0.945278211078,-0.927954811894,-0.980428821951,0.0332111710051,-0.908693672309,-0.998992374992,-0.952269578445,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-0.975584470948,-0.877069748966,-0.867303537345,-1.0,-0.998992374992,-0.996977124975,-0.990679468672,-0.989419937411,-0.989419937411,-0.998992374992,-0.591504946082,-0.505876197766,-0.609525931811,-0.161830389583,-0.791615397285,-0.769312005271,-0.76805247401,-0.76805247401,-0.656399872109,-0.87327177778,-0.87327177778,-0.87327177778,-0.87327177778,-0.872264152771,-0.863951246452,-0.809772024842,-0.93586079273,-0.996977124975,-0.998992374992,-1.0,-1.0,-1.0,-1.0,-0.908693672309,-0.604817222637,-0.525815546491,-0.487002606261,-0.676552372279,-0.533082072995,-0.550056678907,-0.714997141833,-0.765145863409,-0.791189094397,-0.989419937411,-0.781831482468,0.623489801859,0.5,-0.866025403784,0.866025403784,0.5,1,-0.972135293035
-0.943999302413,-0.913654287735,-0.984110528712,-0.967213432416,-0.963512348251,0.0240760214124,-0.913654287735,-0.984110528712,-0.954497979906,-0.979421196942,-0.94074389854,-0.971476461298,-0.96147772083,-0.955121932315,0.0133572841029,-0.94074389854,-0.979421196942,-0.961648241985,-1.0,-1.0,-1.0,-1.0,-0.944289963474,-0.668859542887,-0.892881710637,-1.0,-0.998992374992,-0.996977124975,-0.996977124975,-0.996977124975,-0.996977124975,-0.979421196942,-0.689380213733,-0.547150068305,-0.663647021209,0.0837394514257,-0.565171054034,-0.565171054034,-0.645974828752,-0.72677860347,-0.775280245705,-0.759138868166,-0.836648484203,-0.844205671766,-0.844205671766,-0.823045546588,-0.720267795723,-0.737668704524,-0.810566498406,-0.990679468672,-0.991435187428,-0.992442812436,-1.0,-1.0,-1.0,-0.94074389854,-0.595961749004,-0.321790859679,-0.484347901912,-0.487700192805,-0.469252904188,-0.376822687065,-0.579277804153,-0.74654355556,-0.790472130449,-0.996977124975,-0.781831482468,0.623489801859,-2.44929359829e-16,1.0,0.0,1.0,1,-0.941247711044
-0.950917035645,-0.935725150902,-0.844670729462,-0.877457297046,-0.882476044684,0.0393194505803,-0.844670729462,-0.950917035645,-0.898249251548,-0.991047639348,-0.945956420218,-0.998992374992,-0.911328999254,-0.898520535204,0.0406045377772,-0.898520535204,-0.998992374992,-0.949169193803,-0.795374613663,-0.795374613663,-0.795374613663,-0.798804414173,-0.819557613866,-0.989419937411,-0.989419937411,-0.996977124975,-0.996977124975,-0.998992374992,-1.0,-1.0,-1.0,-0.991047639348,-0.538565878329,-0.489017856278,-0.496575043841,-0.417515235484,-0.477972735993,-0.496575043841,-0.574685359402,-0.658182593278,-0.720674721208,-0.608770213055,-0.0585294488097,-0.841182796741,-0.841182796741,-0.841182796741,-0.840291436156,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-1.0,-1.0,-1.0,-0.945956420218,-0.722205536124,-0.623303266061,-0.562748878533,-0.734103262186,-0.566895642991,-0.560481722264,-0.74664044258,-0.850483950665,-0.793049325182,-0.998992374992,0.781831482468,0.623489801859,-0.5,0.866025403784,0.0,1.0,0,-0.93576390571
-0.875790840301,-0.894063732282,-0.904779436699,-0.9584354684,-0.921133965683,0.0279925401528,-0.875790840301,-0.9584354684,-0.910840688673,-0.911328999254,-0.898520535204,-0.950917035645,-0.956129557323,-0.945782023582,0.0231376934223,-0.898520535204,-0.956129557323,-0.932535630202,-0.784910815498,-0.784910815498,-0.784910815498,-0.784910815498,-0.778613159195,-0.724782730858,-0.920533266158,-1.0,-0.998992374992,-0.996977124975,-0.996977124975,-0.996977124975,-0.996977124975,-0.911328999254,-0.693565732999,-0.675040934766,-0.662561886584,-0.780454012576,-0.608188890934,-0.661670526,-0.854107525215,-0.864358171936,-0.944289963474,-0.992442812436,-0.992442812436,-1.0,-1.0,-0.998992374992,-0.950587619777,-0.746601687772,-0.847829246316,-0.990679468672,-0.991435187428,-0.992442812436,-1.0,-1.0,-1.0,-0.898520535204,-0.625124742038,-0.486111245676,-0.42542121632,-0.518355245948,-0.558272698207,-0.565171054034,-0.639677172449,-0.844205671766,-0.857149777644,-0.996977124975,-0.974927912182,-0.222520933956,-0.5,0.866025403784,0.0,1.0,1,-0.945956420218
-0.935318225417,-0.962485345838,-0.945878910602,-0.833431835137,-0.968143547809,0.0492169973748,-0.833431835137,-0.968143547809,-0.929051572961,-0.92421497292,-1.0,-0.951537112573,-0.940957049984,-0.911968453586,0.0303462510454,-0.911968453586,-1.0,-0.945735517813,-0.793940685766,-0.716973637042,-0.687248699292,-0.686105432455,-0.894044354878,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-1.0,-0.998992374992,-0.996977124975,-0.92421497292,-0.698235687365,-0.669111449139,-0.675699766502,-0.679769021344,-0.47274083691,-0.632701307006,-0.792022322769,-0.824440719677,-0.860521445942,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-0.881623438908,-0.652156220631,-0.807853661845,-0.996977124975,-0.996977124975,-0.996977124975,-0.990679468672,-0.991435187428,-0.992442812436,-1.0,-0.821088428783,-0.780260238536,-0.773420014921,-0.820390842239,-0.463633457026,-0.60014726827,-0.679691511728,-0.679691511728,-0.532229467218,-0.687248699292,0.0,1.0,0.866025403784,0.5,0.5,0.866025403784,0,-0.980564463779
-0.954831271255,-0.963492970847,-0.966147675196,-0.994322420625,-0.987617838838,0.0150689657757,-0.954831271255,-0.994322420625,-0.973282435352,-0.991028261944,-0.968182302617,-0.943844283181,-0.979188668094,-0.939348725451,0.0199606886066,-0.939348725451,-0.991028261944,-0.964318448257,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-0.970526968502,-0.858409308905,-0.833141174077,-1.0,-0.998992374992,-0.996977124975,-0.990679468672,-0.989419937411,-0.989419937411,-0.991028261944,-0.70947458169,-0.672134324165,-0.687016170444,-0.0861616269268,-0.941867787972,-0.935570131669,-0.934310600409,-0.934310600409,-0.941867787972,-0.941867787972,-0.864358171936,-0.941867787972,-0.941867787972,-0.940860162964,-0.932547256644,-0.845368316007,-0.848895003536,-0.996977124975,-0.998992374992,-1.0,-1.0,-1.0,-1.0,-0.968182302617,-0.656438626917,-0.595981126408,-0.50304709678,-0.765145863409,-0.601678083187,-0.667483747202,-0.716256673094,-0.669033939523,-0.778303120731,-0.823936907173,-0.781831482468,0.623489801859,0.866025403784,-0.5,0.5,0.866025403784,1,-0.985738230649
-0.89390871305,-0.925377617161,-0.920610775774,-0.934950054741,-0.885363277882,0.0190610172069,-0.885363277882,-0.934950054741,-0.912042087722,-0.939503744683,-0.898152364528,-0.863098640675,-0.949308711112,-0.928691153246,0.0314316507172,-0.863098640675,-0.949308711112,-0.915750922849,-0.862691715191,-0.870248902754,-0.870248902754,-0.872264152771,-0.87327177778,-0.837752996231,-0.883619311521,-0.993702343697,-0.992442812436,-0.992442812436,-1.0,-1.0,-1.0,-0.939503744683,-0.648784552334,-0.532229467218,-0.680951042989,-0.67868388672,-0.676668636703,-0.591214285022,-0.737242401635,-0.772586786548,-0.856239039656,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.992442812436,-0.984498076793,-0.884704446145,-0.943514867313,-1.0,-1.0,-1.0,-0.993702343697,-0.992442812436,-0.991435187428,-0.898152364528,-0.63692558108,-0.636305504152,-0.626364895895,-0.832734248593,0.208374914013,-0.729782101092,-0.728522569831,-0.612258145776,-0.754003856103,-0.941867787972,-0.974927912182,-0.222520933956,-0.5,-0.866025403784,0.866025403784,0.5,1,-0.935279470609
